ticker,fiscal_year,altman_z,net_debt_ebitda,current_ratio,sloan_accruals,ccr,ev_ebitda,fcf_yield,fcf,ebitda,net_debt,market_cap,sic
AIR,2025.0,,9.261424017003188,2.723273841716243,-0.008406654080433156,0.383634431455898,51.478531371309074,0.00035241139239327457,1400000.0,94100000.0,871500000.0,3972629802.040184,3720.0
AKR,2025.0,,8.817002847019813,,-0.031027761790408902,0.8071325338476337,20.94632267520057,0.06654392375509595,166982000.0,206883000.0,1824088000.0,2509350074.0135193,6798.0
AL,2025.0,,7.428479595870008,,-0.01965235474008348,0.6689080199365655,10.208150495401714,0.2076694218823349,1496946000.0,2593225000.0,19263719000.0,7208312068.43811,7359.0
ALG,2025.0,8.523146079603741,-0.6654336670453337,4.570713523563542,-0.045898957809457894,0.9935421411663319,10.725396791522758,0.07217660433816206,146916000.0,178697000.0,-118911000.0,2035507230.4547424,3523.0
ALGT,2025.0,0.9257175276166489,5.269196653070347,0.9501120316712848,-0.103213022470418,1.361149913393306,10.644159434599365,0.048796355405308446,75104000.0,286352000.0,1508845000.0,1539131342.416397,4512.0
ALKS,2025.0,6.340452799949916,-1.3822161987187012,3.5499257503629678,-0.11221985747446817,1.8524194208187934,16.243511834387377,0.09693999103305523,480334000.0,281121000.0,-388570000.0,4954962290.394814,2834.0
ALRM,2025.0,3.804062826734463,-5.840943225280773,1.9189175739662816,-0.009714540592935195,0.9323409766686732,7.199201654546321,0.06390591990643664,137049000.0,164457000.0,-960584000.0,2144543106.5017242,7372.0
AMN,2025.0,1.9211328764194708,7.249040819555415,0.9441876408812806,-0.17437456634259854,2.6645142789336287,14.69183388445519,0.31066272861051153,233828000.0,101128000.0,733081000.0,752674777.0671844,7363.0
AMPH,2025.0,4.753640503062549,2.6127753560011624,4.0214471787349195,-0.03561102044498892,0.9073815751235106,7.794156278711278,0.13599428358668333,121233000.0,172050000.0,449528000.0,891456587.7522755,2834.0
AMR,2025.0,6.994246215530852,-3.200109581293413,4.4681737234943215,-0.09059486298937222,1.280740203962601,21.23520959924778,0.0524134837159199,144926000.0,113158000.0,-362118000.0,2765051847.8316803,1221.0
AMRX,2025.0,,5.07281189908639,2.1677738923112,-0.0728424698500386,0.7532011803383282,13.354219360665697,0.07220839404692393,269929000.0,451396000.0,2289847000.0,3738194202.527053,2834.0
AMSF,2025.0,,-1.0391488933263975,,0.031909417059397954,0.1857600724917356,9.362327232668036,0.014393684973862009,8922000.0,59593000.0,-61926000.0,619855166.7763863,6331.0
AMTM,2025.0,1.062323160650317,6.742307692307692,1.3224299065420562,-0.040710079371852864,1.0442307692307693,19.168375726805113,0.07985693379054694,516000000.0,520000000.0,3506000000.0,6461555377.93866,7389.0
AMWD,2025.0,,1.61931369200259,1.9921778487170798,-0.005682532800494496,0.5528750809325469,4.71020385553447,0.11335993990990857,68728000.0,196151000.0,317630000.0,606281196.4669418,2430.0
ANDE,2025.0,2.926943966820386,1.6803000087338786,1.4091634413486267,-0.021892991657042386,0.6441162770386328,10.596195376866866,-0.022908006929846583,-56125000.0,274792000.0,461733000.0,2450016720.0,5150.0
ANIP,2025.0,3.1890610584733614,0.03088736358698336,2.7079629789437347,-0.07847657589331274,0.9146461903115896,8.265066217038228,0.1027823892860758,171390000.0,202510000.0,6255000.0,1667503559.6124115,2834.0
AORT,2025.0,2.9024935938635634,2.6725619628845436,3.5259561227303164,-0.034032703583650924,0.7095706634877141,29.897489789797802,0.0005483220689443449,839000.0,56203000.0,150206000.0,1530122618.6560059,3841.0
AOSL,2025.0,7.108389387382759,-4.9043238627542305,2.5640391697463545,-0.11622362245768855,1.151529265641981,21.38441704867179,-0.011091045897827197,-7512000.0,25764000.0,-126355000.0,677303120.84198,3674.0
APAM,2025.0,,,,0.07404895045381045,0.42049930441628425,,0.05859267034465447,171617000.0,409009000.0,,2928984103.139736,6282.0
APLE,2025.0,,3.3968998581358743,,-0.03974927063031983,0.8219283308653268,9.622195374679077,0.1008574660675139,282811000.0,450431000.0,1530069000.0,2804066084.812071,6798.0
APLS,2025.0,-4.215783074682891,-8.181679389312977,3.1361327086861395,-0.021333504455213963,0.7954198473282442,31.014501407680527,0.020153166909523536,45014000.0,56985000.0,-466233000.0,2233594362.716675,2834.0
APOG,2025.0,,1.4967735591637066,1.5487640827307887,-0.03895436046525744,0.7691957865755479,5.803518433514234,0.12781239779406425,89569000.0,162718000.0,243552000.0,700784912.4645691,3231.0
